train_r2,test_r2,train_mae,test_mae,train_r2_std,test_r2_std,train_mae_std,test_mae_std,alpha,degree
0.8737296908920239,-167.00653837694162,13.248350307676525,126.27811945133739,0.026259494566497503,235.81737396541178,2.1998899168466464,143.78871368522152,0.1,10
train_r2,test_r2,train_mae,test_mae,train_r2_std,test_r2_std,train_mae_std,test_mae_std,alpha,degree
0.8737296908920239,-167.00653837694162,13.248350307676525,126.27811945133739,0.026259494566497503,235.81737396541178,2.1998899168466464,143.78871368522152,0.1,11
train_r2,test_r2,train_mae,test_mae,train_r2_std,test_r2_std,train_mae_std,test_mae_std,alpha,degree
0.8737296908920239,-167.00653837694162,13.248350307676525,126.27811945133739,0.026259494566497503,235.81737396541178,2.1998899168466464,143.78871368522152,0.1,12
train_r2,test_r2,train_mae,test_mae,train_r2_std,test_r2_std,train_mae_std,test_mae_std,alpha,degree
0.8737296908920239,-167.00653837694162,13.248350307676525,126.27811945133739,0.026259494566497503,235.81737396541178,2.1998899168466464,143.78871368522152,0.1,13
train_r2,test_r2,train_mae,test_mae,train_r2_std,test_r2_std,train_mae_std,test_mae_std,alpha,degree
0.8737296908920239,-167.00653837694162,13.248350307676525,126.27811945133739,0.026259494566497503,235.81737396541178,2.1998899168466464,143.78871368522152,0.1,14
train_r2,test_r2,train_mae,test_mae,train_r2_std,test_r2_std,train_mae_std,test_mae_std,alpha,degree
0.8737296908920239,-167.00653837694162,13.248350307676525,126.27811945133739,0.026259494566497503,235.81737396541178,2.1998899168466464,143.78871368522152,0.1,15
